TextID,Segment,SegmentID,"Tokens","Narrativity_Overall","Narrativity_Staging","Narrativity_PlotProg","Narrativity_CogTension","Staging_1","Staging_2","Staging_3","Staging_4","Staging_5","PlotProg_1","PlotProg_2","PlotProg_3","PlotProg_4","PlotProg_5","CogTension_1","CogTension_2","CogTension_3","CogTension_4","CogTension_5"
"aakash_odedra_a_dance_in_a_hurricane_of_paper_wind_and_light.txt",1,,"2","","","","","","","","","","","","","","","","","","",""
"9_11_healing_the_mothers_who_found_forgiveness_friendship.txt",1,,"1026","31.6178358141245","74.4069548689415","57.745902987858","-37.2993504144262","100","25","0","66.6666666666667","13.2838283828383","0","40.3751537515375","83.8560885608856","55.9040590405904","100","47.8672985781991","0","71.8009478672986","23.9336492890995","100"
"abigail_washburn_building_us_china_relations_by_banjo.txt",1,,"815","-20.4820560259275","-11.2485200894047","-36.0761791972251","-14.1214687911526","18.1818181818182","45.4545454545455","72.7272727272727","100","0","66.6666666666666","33.3333333333333","0","50","100","100","66.6666666666667","66.6666666666667","0","0"
"aaron_o_connell_making_sense_of_a_visible_quantum_object.txt",1,,"1396","-18.2030678823544","24.0590911807985","-17.8488325997895","-60.8194622280722","40.9090909090909","0","100","59.0909090909091","62.9776021080369","74.4444444444444","100","10.5555555555555","19.074074074074","0","100","33.3333333333333","0","13.3333333333333","40.7729468599034"
"abha_dawesar_life_in_the_digital_now.txt",1,,"1988","22.0910790447532","65.3962401006632","38.2373597824516","-37.3603627488551","100","91.6666666666666","0","62.5","9.93265993265993","0","8.10810810810807","100","45.945945945946","61.6434616434616","18.6206896551724","37.2413793103448","0","49.6551724137931","100"
"abigail_marsh_why_some_people_are_more_altruistic_than_others.txt",1,,"2044","44.1792010809295","86.6320475485146","21.6692443886469","24.236311305627","100","33.3333333333334","23.3333333333334","0","70.7271241830065","18.3673469387755","0","36.734693877551","100","8.89355742296914","18.75","100","75","0","56.5716911764706"
"achenyo_idachaba_how_i_turned_a_deadly_plant_into_a_thriving_business.txt",1,,"942","4.98682023949825","-32.6117710158736","48.6727222516182","-1.10049051724983","0","81.2499999999999","100","37.5","41.8346774193548","0","100","40","80","32.1505376344086","100","56.8445475638051","71.2296983758701","42.4593967517401","0"
"aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone.txt",1,,"2116","17.6535264386732","41.3252313662724","10.7779468301095","0.857401119637804","65.625","0","68.75","100","27.0238095238095","25","100","26.9230769230769","0","52.8571428571429","90","60","100","0","0.761904761904759"
"abe_davis_new_video_technology_that_reveals_an_object_s_hidden_properties.txt",1,,"2542","-14.9565019389889","23.1917820505719","-10.1563414954897","-57.9049463720489","34.9999999999999","0","5","100","32.9347826086956","81.081081081081","100","0","83.7837837837837","57.274863796603","32.8571428571429","0","32.8571428571429","21.9047619047619","100"
"aaron_huey.txt",1,,"2202","-38.9615258200061","-27.7303507530481","-44.8263749924874","-44.3278517144827","0","100","50.0000000000001","50.0000000000001","26.4840182648403","92.5010386373079","0","30.3282093892813","22.746157041961","100","100","83.3333333333333","50","0","84.2465753424657"
"adam_alter_why_our_screens_make_us_less_happy.txt",1,,"1841","21.3081552648225","73.15734926861","52.9108723887931","-62.1437558629356","100","0","52.9411764705882","70.5882352941176","99.2103142626914","0","100","52.3809523809524","61.9047619047618","11.3894324853228","73.4899328859061","0","36.744966442953","36.744966442953","100"
"aaron_koblin.txt",1,,"3530","54.7962690109046","91.9780407206861","26.7388251710231","45.6719411410046","100","32.4324324324324","0","35.1351351351351","43.2432432432432","2.5","82.4999999999999","95","0","100","22.2222222222222","100","22.2222222222222","44.4444444444444","0"
"abraham_verghese_a_doctor_s_touch.txt",1,,"3071","21.4425615092891","31.207146467576","38.263633213261","-5.14309515296951","45","100","55","0","47.2749590834697","9.7560975609756","0","45.1219512195122","100","76.3302862161191","0","52.3365375463977","23.2606833539545","40.7061958694204","100"
"adam_grosser_and_his_sustainable_fridge.txt",1,,"552","34.9782521044537","38.2891626531783","31.4633243400015","35.1822693201815","57.1428571428572","14.2857142857143","0","100","23.015873015873","0","100","70.5882352941177","0","71.078431372549","33.3333333333333","0","100","66.6666666666667","1.85185185185183"
"adam_de_la_zerda_how_we_can_start_winning_the_war_against_cancer.txt",1,,"2543","-44.3672128954153","-48.4447648771174","-55.8179426029816","-28.8389312061467","0","83.3333333333333","100","95.8333333333333","76.6600920447074","100","0","12.9032258064516","0","28.491442387224","92.8571428571429","21.4285714285714","100","0","64.8210763595379"
"adam_galinsky_how_to_speak_up_for_yourself.txt",1,,"2390","11.3366896627466","-5.16322152025978","-35.338723466409","74.5120139749084","13.3333333333333","66.6666666666667","100","0","66.6666666666667","99.9999999999999","9.99999999999994","0","82.5000000000001","40","35.7142857142857","100","71.4285714285714","64.2857142857143","0"
"adam_ostrow_after_your_final_status_update.txt",1,,"914","5.18042820467028","47.9265097537235","-25.5844285978691","-6.80079654184349","49.255751014885","43.0987821380243","0","73.8836265223275","100","100","66.6666666666667","90.4761904761904","0","25.2747252747253","12.3978201634877","0","37.1934604904632","99.1825613079019","100"
"adam_grant_are_you_a_giver_or_a_taker.txt",1,,"2499","-0.88154500944789","21.0225987725721","0.065205710846642","-23.7324395117625","38.4615384615385","100","0","46.1538461538462","47.7108062278402","60.0000000000001","0","100","72.0000000000001","33.4749498997996","100","0","75.0000000000001","75.0000000000001","50.8016032064128"
